Timestamp,X,Y,Polarity
79222,38,50,0
79239,86,70,1
79244,27,74,0
79262,113,90,0
79285,134,20,0
79287,38,69,0
79290,72,69,1
79290,155,72,0
79302,142,78,0
79309,120,11,1
79325,223,99,0
79346,139,85,0
79347,83,58,0
79348,115,59,1
79349,113,93,0
79349,194,68,0
79355,101,68,1
79356,80,68,0
79360,36,50,0
79365,83,79,0
79366,135,40,1
79375,144,61,0
79406,151,32,0
79408,65,69,1
79418,70,65,1
79426,143,65,1
79456,42,56,1
79464,117,56,1
79464,101,91,1
79484,105,100,0
79508,98,98,1
79521,96,98,1
79526,223,79,0
79529,49,85,0
79564,114,62,1
79590,11,19,0
79592,139,83,0
79598,178,94,1
79599,37,69,0
79604,135,21,1
79605,103,68,1
79633,222,3,0
79641,149,57,0
79652,75,71,1
79659,82,79,0
79664,43,69,1
79712,119,52,1
79717,40,41,1
79718,202,46,1
79729,13,69,0
79766,137,38,0
79771,119,49,1
79845,221,115,0
79881,153,74,0
79883,143,59,1
79887,136,59,1
79888,117,103,0
79888,172,72,0
79894,105,82,1
79895,115,108,0
79906,186,73,0
79906,152,63,1
79909,222,0,0
79918,75,79,0
79933,52,81,0
79936,168,81,1
79937,173,65,1
79956,34,52,0
79957,167,64,1
79968,141,78,0
79971,39,87,1
79987,39,67,0
80006,88,24,1
80022,118,70,0
80027,96,70,1
80043,117,57,1
80056,100,78,0
80057,84,61,0
80061,66,65,1
80062,102,90,1
80073,122,14,1
80081,43,64,0
80087,119,71,1
80102,156,48,0
80120,100,88,1
80140,138,54,0
80174,136,40,0
80175,174,61,1
80235,118,52,1
80236,122,41,1
80270,95,65,1
80290,37,73,1
80302,113,92,0
80304,120,58,1
80324,106,67,1
80340,139,67,1
80341,73,109,1
80343,195,20,0
80360,31,46,1
80370,148,46,1
80381,95,66,1
80388,145,66,1
80392,217,14,1
80401,176,16,1
80425,134,83,0
80442,177,47,0
80482,93,24,1
80483,55,78,0
80494,111,95,0
80514,100,68,1
80523,58,93,0
80528,130,21,1
80539,104,101,0
80544,97,69,1
80545,140,78,0
80566,74,91,1
80579,9,88,1
80606,136,59,0
80622,42,108,0
80652,43,81,1
80652,227,62,1
80653,162,62,1
80654,128,71,1
80655,116,71,1
80660,186,61,1
80663,99,94,1
80670,180,63,1
80704,134,80,0
80711,173,64,1
80723,45,67,1
80783,136,59,0
80791,170,65,0
80793,118,56,1
80822,227,62,1
80837,48,62,1
80875,134,55,0
80882,124,55,1
80888,180,57,1
80899,137,39,0
80906,223,81,0
80936,114,60,1
80961,170,66,1
80966,101,66,1
80966,195,20,0
81019,98,62,1
81028,44,59,0
81031,123,48,1
81048,150,59,0
81067,133,0,1
81085,223,114,0
81094,120,47,1
81097,119,47,1
81127,134,46,1
81136,82,65,0
81162,115,61,1
81170,39,61,0
81173,168,64,1
81216,80,69,0
81224,125,69,1
81264,35,44,0
81277,135,81,0
81285,106,81,1
81298,11,19,0
81309,91,102,0
81340,95,64,1
81359,136,55,0
81367,31,48,1
81382,120,48,1
81382,117,89,0
81400,22,16,1
81404,22,16,1
81408,133,52,1
81415,138,52,1
81416,136,45,0
81426,85,58,0
81437,144,58,1
81438,109,97,0
81449,165,73,0
81478,119,64,0
81479,57,66,0
81499,72,66,1
81530,18,9,1
81541,18,9,1
81558,103,106,1
81600,132,38,0
81600,128,23,1
81612,58,73,1
81629,74,78,0
81639,66,70,1
81657,127,34,1
81660,195,20,0
81679,136,59,1
81688,58,68,0
81709,117,67,1
81709,40,78,1
81717,222,85,0
81721,176,87,0
81722,46,87,0
81723,171,25,1
81727,130,85,0
81773,161,71,1
81774,86,71,1
81788,13,69,1
81798,13,69,1
81837,93,68,1
81873,129,64,0
81880,145,64,1
81907,108,88,0
81919,75,77,0
81944,68,80,1
81950,143,57,0
81984,139,82,0
82023,123,60,1
82038,116,60,1
82054,147,64,1
82110,124,71,1
82132,45,20,1
82150,69,65,1
82166,29,88,0
82169,136,59,0
82214,97,96,1
82223,182,71,0
82239,46,75,0
82288,132,82,0
82299,173,63,1
82305,114,81,0
82352,118,49,1
82364,131,42,0
82383,124,54,1
82428,42,61,0
82445,138,59,0
82452,114,72,1
82501,58,73,1
82512,46,65,1
82570,163,58,1
82686,27,74,1
82742,121,55,1
82743,33,72,1
82744,33,9,0
82746,227,41,1
82753,112,92,0
82755,40,77,1
82758,13,69,1
82759,13,69,1
82768,110,96,0
82769,177,47,0
82769,33,96,1
82774,31,47,1
82805,152,14,0
82809,123,35,1
82810,31,51,1
82843,168,68,1
82867,117,68,1
82867,134,56,0
82885,134,52,0
82887,144,52,1
82945,162,71,0
82958,95,71,1
82959,132,22,0
82979,61,24,1
82999,130,60,0
83027,58,93,1
83034,189,62,0
83039,151,62,1
83044,52,80,0
83054,100,86,1
83099,46,86,0
83119,129,66,0
83122,173,36,1
83149,136,59,1
83220,155,60,1
83233,217,14,0
83325,176,73,0
83347,78,80,0
83358,11,19,1
83367,11,19,1
83367,161,72,0
83408,137,60,0
83447,58,65,0
83478,116,91,0
83520,190,103,0
83535,45,86,0
83594,83,60,0
83634,63,63,1
83636,102,88,1
83660,32,42,1
83706,96,99,1
83788,136,59,1
83792,13,69,1
83797,132,69,1
83797,13,3,1
83797,33,3,1
83798,87,59,0
83855,58,73,1
83870,111,69,0
83882,147,74,0
83905,87,69,0
83941,177,60,1
83948,222,84,0
83951,48,85,0
83952,102,89,1
84020,126,34,1
84050,66,78,0
84073,161,71,0
84089,86,58,0
84091,215,27,1
84141,168,73,0
84153,195,20,1
84170,27,74,0
84175,137,97,1
84190,66,51,1
84280,46,15,1
84302,33,3,1
84326,104,92,1
84328,11,92,1
84362,41,57,0
84371,36,63,0
84453,17,61,1
84462,17,61,1
84465,49,76,0
84490,223,113,0
84540,106,56,0
84612,124,68,1
84641,136,59,1
84663,168,90,1
84700,190,107,1
84798,33,3,1
84807,223,57,0
84853,187,69,0
84864,90,69,1
84865,195,20,1
84906,221,9,0
84916,41,63,1
84919,63,70,1
85013,171,67,1
85048,222,103,0
85093,132,22,1
85160,60,30,1
85295,33,3,1
85362,60,75,1
85378,133,61,1
85402,177,21,1
85425,140,80,0
85498,182,53,0
85538,48,100,1
85545,148,97,1
85686,78,64,1
85689,172,37,1
85770,118,80,0
85772,33,9,1
85795,133,58,0
85847,195,20,1
85899,33,3,1
85948,221,90,0
86025,105,83,1
86040,222,36,0
86056,135,45,0
86123,136,57,0
86140,132,61,1
86363,85,111,1
86364,148,97,1
86379,27,48,1
86410,13,69,1
86411,13,69,1
86570,71,66,1
86597,105,67,1
86602,119,54,1
86682,215,27,0
86750,70,113,0
86772,142,75,0
86782,178,45,1
86861,47,48,0
86875,172,71,0
86900,135,38,1
86915,112,83,0
86920,160,52,0
86998,122,48,1
87074,221,87,0
87117,58,93,0
87150,27,74,1
87259,11,19,0
87279,32,52,1
87310,66,25,1
87393,161,71,1
87423,37,71,1
87435,112,90,0
87466,22,10,0
87527,40,75,1
87655,143,49,1
87718,182,40,1
87860,222,70,0
87870,75,70,1
87942,58,73,1
88059,103,106,0
88106,122,38,1
88115,120,107,0
88136,177,47,1
88162,18,9,0
88306,9,88,0
88357,187,73,0
88364,20,28,1
88375,20,28,1
88393,148,97,0
88395,103,41,1
88445,217,14,1
88486,106,56,1
88535,223,105,0
88561,118,102,0
88562,170,102,1
88576,58,93,0
88596,184,61,0
88608,218,107,1
88690,156,36,0
88703,38,70,1
88709,58,73,1
88789,160,58,0
88819,222,106,0
88855,29,88,1
88876,221,102,0
88879,22,85,1
88881,22,85,1
88936,215,27,1
88946,177,47,1
89086,13,69,0
89144,148,97,0
89150,72,69,0
89161,50,82,0
89186,184,61,0
89242,64,99,0
89246,104,62,1
89331,134,53,0
89513,177,60,0
89682,68,80,0
89693,121,111,0
89713,190,61,1
89761,109,61,1
89780,26,34,1
89838,184,61,0
89843,217,14,0
89844,217,14,0
89845,42,79,1
89940,161,26,1
89948,48,100,0
90192,226,18,1
90193,147,45,1
90247,177,47,1
90287,148,97,0
90297,128,34,1
90334,136,59,0
90369,121,107,0
90458,136,59,0
90477,27,74,0
90500,9,88,0
90533,93,104,0
90582,29,88,1
90610,146,60,1
90616,178,45,0
90618,136,59,0
90719,165,70,0
90729,121,113,0
90735,132,22,0
90744,136,59,0
90820,95,66,0
90895,136,59,0
90912,58,93,1
90915,58,73,0
91009,161,26,1
91056,136,59,0
91090,125,38,1
91118,27,74,0
91194,223,73,0
91203,131,82,0
91223,55,66,1
91254,191,36,1
91307,91,54,0
91317,218,107,0
91354,58,73,0
91364,29,88,0
91544,136,59,1
91609,120,103,0
91684,136,82,1
91729,29,88,0
91797,58,73,0
91834,147,57,0
91853,95,111,0
91854,52,76,0
91861,58,93,1
91869,60,75,0
91889,107,40,1
91905,158,62,0
91970,136,59,1
92027,217,14,1
92062,65,81,0
92147,51,71,1
92170,117,71,1
92170,95,66,0
92181,31,2,0
92194,83,65,1
92230,58,73,0
92257,94,80,0
92308,96,79,0
92335,53,76,0
92336,31,2,0
92425,136,59,1
92430,132,22,0
92443,66,116,0
92445,39,69,1
92490,184,61,1
92496,31,95,1
92509,31,2,0
92517,94,113,0
92522,43,60,1
92534,66,25,0
92577,42,108,1
92610,140,58,1
92689,31,2,0
92696,117,71,1
92760,58,73,0
92768,161,26,1
92795,177,60,1
92796,103,31,1
92826,136,59,1
92882,31,2,0
92987,86,7,0
93005,109,92,0
93040,31,2,0
93094,75,66,1
93123,226,47,1
93128,177,47,1
93163,47,48,1
93218,117,71,1
93264,184,61,1
93289,148,97,1
93315,61,108,0
93316,136,59,1
93319,91,74,0
93319,58,57,0
93324,31,2,0
93326,29,88,1
93351,58,73,0
93542,169,55,0
93559,56,64,0
93575,31,2,0
93601,111,85,0
93648,229,74,1
93688,27,74,1
93698,177,47,1
93722,199,95,1
93726,93,57,0
93727,104,36,1
93741,232,81,1
93751,69,80,0
93753,61,108,0
93754,37,57,0
93758,58,93,1
93758,136,59,1
93771,117,71,1
93852,67,105,0
93884,83,87,1
93937,31,2,0
93986,9,88,1
94008,132,55,1
94028,148,59,0
94083,178,45,1
94109,96,103,0
94119,184,61,1
94137,217,14,0
94139,122,104,0
94149,130,85,1
94171,58,73,0
94172,48,68,1
94184,61,108,0
94198,121,46,0
94220,136,59,1
94231,144,61,1
94407,117,71,1
94534,107,64,1
94552,83,64,1
94567,27,74,1
94606,88,78,1
94635,61,108,0
94696,136,59,1
94698,38,57,0
94716,209,22,1
94717,31,2,1
94723,58,93,0
94770,29,88,0
94794,204,76,0
94803,48,70,1
94821,94,66,0
94835,113,86,0
94841,83,45,1
94894,104,32,1
94900,41,31,0
94941,31,2,1
95081,80,63,1
95158,136,59,1
95188,141,78,1
95234,58,93,0
95258,61,108,0
95263,29,88,0
95264,144,95,1
95270,41,67,1
95304,31,2,1
95313,101,39,1
95356,95,66,1
95379,184,61,1
95459,95,108,0
95468,79,70,1
95493,11,35,1
95496,11,35,1
95525,171,67,0
95539,113,45,1
95543,178,45,1
95576,45,57,1
95600,31,2,1
95654,118,5,0
95672,70,102,0
95699,49,114,0
95710,195,20,0
95719,81,49,1
95720,43,64,1
95771,104,64,1
95882,31,2,1
95907,41,62,1
95939,177,47,0
95958,101,26,1
95993,36,2,0
96000,136,59,0
96018,60,108,1
96035,85,111,1
96052,107,61,1
96063,128,61,1
96064,104,5,1
96071,101,39,1
96111,36,52,1
96115,36,52,1
96115,61,108,0
96123,103,35,1
96155,136,59,0
96159,56,87,1
96202,158,62,0
96203,31,2,1
96209,52,81,1
96210,43,75,0
96219,151,56,1
96223,194,110,0
96235,49,95,1
96236,145,44,1
96241,7,91,1
96253,7,91,1
96263,121,46,1
96269,112,97,1
96270,31,93,0
96284,136,59,0
96302,195,20,0
96397,113,15,1
96410,95,56,0
96411,89,78,1
96440,136,59,0
96478,168,53,0
96499,68,74,0
96507,31,2,1
96541,58,73,1
96573,111,103,1
96588,136,59,0
96649,146,57,0
96682,110,108,1
96703,13,69,1
96705,13,69,1
96714,87,92,1
96715,149,74,1
96752,98,105,0
96785,125,101,0
96808,143,59,0
96827,31,2,1
96837,85,78,1
96860,136,59,0
96878,72,24,1
96878,27,74,1
96905,147,74,1
96928,114,20,0
96944,124,107,0
96952,48,85,1
96972,67,108,0
97036,181,57,0
97047,195,20,0
97145,31,2,1
97158,117,71,0
97206,29,88,1
97212,64,78,1
97213,177,60,0
97250,142,15,1
97404,227,93,0
97414,86,78,1
97427,134,104,1
97455,110,64,1
97497,31,2,1
97601,181,85,1
97604,168,73,1
97610,58,73,1
97656,194,110,0
97659,35,66,1
97675,85,75,0
97680,44,60,1
97690,136,59,1
97733,108,81,1
97762,158,62,0
97775,58,93,1
97828,36,60,0
97829,139,61,0
97848,69,109,0
97887,11,111,1
97894,31,2,1
97894,11,111,1
97917,60,108,1
97939,36,2,0
97967,217,14,1
97968,85,68,1
98116,195,20,0
98121,177,47,0
98133,101,39,0
98146,136,59,1
98181,46,60,0
98291,114,20,0
98321,149,54,1
98324,37,58,1
98392,190,70,1
98413,58,73,1
98448,39,67,1
98466,35,66,1
98473,97,76,0
98488,139,76,0
98512,55,78,1
98543,31,2,1
98545,149,72,0
98557,86,90,1
98583,136,59,1
98591,41,31,1
98595,147,53,0
98613,45,62,1
98668,37,60,0
98694,178,45,0
98774,134,83,1
98774,87,89,1
98791,217,26,1
98806,184,61,0
98823,140,61,0
98834,165,62,0
98840,76,71,1
98884,165,73,1
98890,167,73,1
98923,151,54,0
98954,103,22,1
98970,177,47,0
98974,31,50,1
99004,136,59,1
99033,134,28,1
99046,148,7,0
99047,170,102,0
99057,101,39,0
99089,109,92,0
99092,42,53,1
99092,132,22,1
99144,77,16,1
99150,41,76,1
99194,105,78,0
99260,134,22,0
99314,35,66,1
99316,76,67,0
99330,19,113,0
99343,51,82,1
99372,170,65,1
99374,195,20,1
99375,161,102,0
99465,136,59,1
99468,33,3,0
99471,1,6,0
99510,188,61,0
99522,19,93,1
99525,119,101,0
99547,34,58,1
99586,90,74,0
99608,73,67,0
99641,187,83,1
99741,178,45,0
99792,58,73,1
99822,33,3,0
99874,43,57,1
99875,194,68,1
99899,58,93,1
99903,136,59,1
99910,64,112,0
99998,46,57,1
100002,48,57,1
100041,195,20,1
100108,121,64,0
100132,1,6,0
100145,129,79,0
100145,29,88,1
100176,161,107,1
100180,33,3,0
100181,147,60,1
100204,35,66,1
100253,79,80,1
100257,182,57,0
100258,9,88,0
100343,136,59,1
100393,130,80,0
100451,217,14,0
100452,217,14,0
100453,58,73,1
100460,144,58,0
100464,158,62,1
100469,131,68,1
100488,77,88,1
100548,33,3,0
100555,101,39,0
100575,63,41,0
100614,123,109,0
100650,171,65,1
100660,196,65,0
100696,44,57,1
100756,154,57,1
100756,37,73,0
100792,136,59,1
100889,69,6,1
100902,1,6,0
100909,195,20,1
100974,33,3,0
100999,132,22,0
101008,137,97,0
101017,143,73,0
101063,103,46,1
101084,138,24,0
101089,41,76,1
101090,58,73,1
101167,141,76,0
101170,102,79,1
101211,58,78,1
101212,184,71,1
101306,35,66,1
101354,103,95,0
101409,148,7,1
101432,136,59,1
101439,169,63,0
101439,138,59,1
101446,151,74,1
101464,178,45,0
101475,142,59,0
101499,126,87,1
101543,33,3,0
101549,158,62,1
101655,191,62,0
101674,149,55,0
101675,42,61,1
101749,90,77,1
101763,151,32,1
101769,203,42,1
101796,24,34,1
101803,49,114,1
101840,146,74,1
101888,1,6,0
101903,58,73,1
101907,136,59,1
102008,36,66,1
102024,36,66,1
102038,64,115,0
102073,187,61,0
102120,38,58,1
102137,133,58,1
102172,171,73,1
102211,170,73,1
102211,117,94,0
102212,184,94,1
102212,133,22,0
102217,53,67,1
102231,84,78,1
102238,11,19,1
102239,11,19,1
102240,64,78,0
102274,111,81,1
102308,195,20,1
102334,129,31,1
102353,38,50,1
102368,185,71,1
102370,77,46,1
102456,88,64,0
102481,124,61,1
102537,209,22,0
102554,33,3,0
102757,109,92,1
102803,136,59,1
102843,222,111,0
102846,32,55,1
102873,145,58,0
102976,144,52,0
102989,150,60,0
103071,152,60,1
103089,33,9,0
103111,142,50,1
103175,9,88,1
103179,58,93,0
103192,142,17,1
103288,136,59,1
103384,117,94,0
103385,58,73,0
103395,102,74,0
103416,158,62,1
103422,196,64,0
103466,199,95,1
103591,68,113,0
103705,38,45,0
103746,107,45,1
103746,161,71,0
103777,58,73,0
103779,102,42,1
103800,1,35,1
103828,38,82,1
103839,136,59,1
103850,120,106,0
103872,184,61,0
103965,147,55,1
104052,221,59,0
104094,131,61,1
104145,58,73,0
104170,56,60,0
104173,82,71,0
104178,225,31,1
104192,176,87,1
104246,113,15,0
104417,68,108,0
104421,136,59,1
104521,58,73,0
104559,128,70,1
104586,29,88,0
104591,191,36,0
104610,168,68,1
104710,109,92,1
104765,13,69,0
104785,177,47,1
104811,118,107,0
104813,138,61,0
104814,102,61,1
104861,119,107,0
104912,61,75,0
105002,58,73,0
105087,35,66,1
105116,217,14,1
105134,179,72,1
105154,119,109,0
105198,136,59,1
105393,92,110,0
105491,33,57,1
105511,58,73,0
105512,118,98,0
105525,49,114,0
105562,104,58,0
105573,178,58,1
105573,95,66,0
105608,192,69,1
105696,145,74,1
105728,138,107,1
105743,112,80,0
105944,11,111,0
106109,58,73,0
106129,143,61,1
106184,74,65,1
106196,225,71,0
106270,127,27,1
106281,133,40,1
106306,182,40,1
106306,27,74,0
106331,117,94,1
106366,137,53,0
106394,29,88,1
106414,101,39,1
106421,151,32,0
106550,135,61,1
106713,178,45,1
106782,1,6,0
106836,165,64,0
106931,81,95,1
106954,58,73,0
106959,27,74,0
106975,136,59,1
107053,122,39,1
107130,96,67,1
107191,101,39,1
107195,223,112,0
107199,168,68,0
107215,184,61,1
107288,138,107,1
107293,33,3,1
107313,101,48,1
107496,119,84,0
107499,117,94,1
107539,217,14,0
107569,81,71,0
107585,147,59,1
107641,41,31,0
107648,58,73,1
107649,27,74,0
107671,45,52,0
107825,68,79,1
107857,221,76,0
107860,36,54,0
107908,73,76,0
107921,178,45,1
107945,41,57,1
108020,222,71,0
108025,29,88,0
108069,60,75,1
108234,79,65,0
108235,168,68,0
108239,36,2,1
108250,36,2,1
108259,222,72,0
108268,15,73,1
108277,58,73,1
108399,95,66,1
108487,40,60,0
108508,223,80,0
108566,27,74,0
108570,91,17,1
108710,184,61,1
108803,223,41,0
108825,192,71,0
108857,101,79,1
108864,191,36,1
108898,126,43,0
108949,58,73,1
108953,34,61,1
108967,146,61,1
108981,88,70,0
109022,104,77,0
109055,223,42,0
109097,71,79,1
109111,58,69,0
109158,74,70,0
109219,206,85,1
109263,142,77,0
109280,101,39,0
109285,119,39,1
109286,167,66,0
109350,149,58,0
109382,11,111,0
109387,67,62,1
109388,69,62,1
109474,223,33,0
109578,223,71,0
109601,49,114,1
109725,98,93,1
109736,223,106,0
109809,1,35,0
109821,46,53,0
109898,161,71,1
109935,39,53,0
109967,27,74,1
110027,88,75,0
110029,36,2,1
110047,36,2,1
110069,62,49,1
110105,132,22,1
110110,101,39,0
110121,61,108,1
110148,113,15,0
110191,78,70,0
110218,37,56,0
110230,57,60,0
110275,68,48,1
110287,121,48,1
110362,178,45,0
110365,92,78,1
110425,92,65,1
110473,215,103,0
110495,85,113,0
110545,57,63,0
110578,68,80,1
110666,147,51,1
110667,53,41,1
110705,116,54,1
110715,58,67,0
110731,193,104,1
110738,139,81,0
110760,61,108,1
110766,137,35,0
110817,78,71,0
110826,59,44,1
110904,125,43,1
110994,108,63,0
111021,86,69,1
111033,136,59,0
111061,56,86,1
111064,131,41,0
111133,168,73,1
111135,85,113,0
111161,136,59,0
111197,168,68,1
111239,101,39,0
111241,122,43,1
111281,82,3,1
111303,136,59,0
111379,61,108,1
111460,136,59,0
111470,90,65,1
111499,177,47,0
111522,223,43,0
111527,33,3,1
111541,56,61,0
111598,56,86,1
111610,136,59,0
111612,60,108,0
111619,178,45,0
111619,34,62,1
111632,29,88,1
111676,131,46,0
111690,140,84,1
111709,79,60,0
111710,221,41,0
111714,64,49,1
111714,119,41,1
111721,64,78,1
111728,97,94,1
111730,97,69,1
111742,136,59,0
111769,223,85,0
111771,43,53,1
111808,36,53,0
111849,85,113,0
111855,139,84,0
111861,32,50,1
111866,39,47,0
111875,117,54,1
111932,169,34,1
111936,58,34,1
111937,136,59,0
111960,117,66,1
111982,169,65,1
112003,96,65,1
112003,93,65,1
112025,45,24,1
112042,103,106,0
112047,223,39,0
112048,61,108,1
112071,33,3,1
112081,168,68,1
112087,58,73,1
112093,117,52,1
112096,45,62,0
112110,24,62,1
112111,56,86,1
112154,56,66,1
112154,65,67,1
112205,136,59,0
112206,166,59,1
112214,137,40,0
112265,111,63,0
112309,97,99,1
112386,54,37,1
112408,29,88,1
112414,109,58,0
112468,33,48,0
112489,119,48,1
112489,109,92,0
112503,113,15,1
112536,59,63,1
112540,152,55,0
112546,138,29,0
112550,43,64,0
112552,33,3,1
112560,100,78,1
112560,59,78,1
112615,32,51,1
112617,223,90,0
112628,96,90,1
112637,56,86,1
112690,32,46,0
112692,114,60,1
112745,74,71,0
112776,85,113,0
112820,64,99,1
112837,197,66,0
112852,136,59,1
112853,116,59,1
112854,27,74,1
112860,43,60,0
112866,61,108,1
112882,43,85,0
112892,58,73,1
112892,225,84,1
112950,223,26,0
112968,84,13,1
112984,51,82,0
112986,223,27,0
113054,33,3,1
113075,164,42,1
113088,118,79,0
113145,83,56,0
113163,147,50,1
113164,39,67,0
113172,151,61,0
113207,107,99,0
113235,138,86,1
113235,157,54,1
113252,150,54,1
113254,136,59,1
113299,223,83,0
113312,227,9,1
113353,36,55,0
113392,227,93,1
113426,96,100,1
113435,113,63,1
113449,138,84,1
113493,138,85,1
113498,109,92,0
113554,223,64,0
113559,138,30,0
113565,116,82,1
113571,74,69,0
113602,151,56,0
113623,45,53,0
113633,43,52,1
113641,205,89,1
113659,90,70,1
113673,223,74,0
113681,33,3,1
113702,223,116,0
113714,136,59,1
113717,27,74,1
113760,96,68,1
113760,58,73,1
113790,29,88,0
113840,56,69,1
113849,76,76,0
113850,51,36,1
113856,101,39,0
113871,96,95,1
114024,168,68,0
114027,86,68,1
114038,56,53,1
114071,139,61,1
114077,191,61,1
114077,35,53,0
114104,227,57,1
114112,45,55,0
114149,136,59,1
114151,141,59,1
114152,94,78,1
114162,150,58,0
114169,45,60,1
114248,59,83,1
114304,132,22,0
114328,35,63,1
114355,87,69,1
114383,43,54,1
114390,84,64,1
114408,45,66,1
114432,22,85,0
114438,38,51,0
114445,178,45,1
114478,138,28,0
114491,223,29,0
114495,61,108,1
114539,140,84,0
114559,155,84,1
114561,36,54,0
114582,177,69,0
114587,136,59,1
114592,31,47,1
114607,150,60,0
114627,115,44,1
114640,86,31,1
114644,203,76,1
114651,83,36,1
114654,133,34,0
114674,136,83,1
114687,92,97,1
114688,115,56,1
114704,133,56,1
114705,56,67,1
114708,168,65,1
114721,27,74,1
114793,56,86,0
114831,114,20,1
114851,29,88,0
114869,148,62,0
114874,45,65,1
114877,84,65,1
114887,223,32,0
114897,88,39,1
114926,60,64,1
114932,87,64,1
114942,91,82,1
114953,60,82,1
114976,61,81,1
114980,92,87,1
114990,117,46,1
114993,116,46,1
114994,172,64,0
115017,223,23,0
115030,136,59,1
115077,166,64,0
115117,85,111,1
115135,48,86,0
115146,126,33,1
115174,85,113,0
115206,115,60,1
115267,32,53,1
115271,158,62,0
115281,223,28,0
115299,128,28,1
115301,222,16,0
115313,87,16,1
115316,166,65,0
115322,46,63,1
115324,223,38,0
115337,217,14,0
115346,74,70,0
115379,135,50,0
115406,41,57,0
115408,52,81,0
115416,113,64,1
115434,141,60,1
115450,48,60,1
115467,136,46,0
115468,136,59,1
115475,58,73,0
115480,74,72,0
115500,58,66,0
115575,40,79,1
115617,108,97,0
115620,68,70,0
115630,168,68,0
115634,114,62,1
115636,185,62,1
115637,36,52,0
115641,140,84,0
115642,63,84,1
115643,36,66,0
115643,56,86,0
115650,89,69,1
115655,85,47,1
115660,89,47,1
115678,193,104,0
115684,93,104,1
115708,49,31,1
115712,33,3,0
115729,126,45,0
115750,152,54,0
115753,47,58,1
115781,118,82,1
115792,87,82,1
115793,147,56,1
115796,155,61,1
115823,114,20,1
115826,135,52,0
115868,134,49,1
115887,136,59,1
115959,57,71,1
115961,115,71,1
115962,222,32,0
115966,32,54,1
116019,223,40,0
116037,89,40,1
116039,223,31,0
116040,135,38,0
116042,141,86,1
116054,75,104,0
116055,33,3,0
116056,117,55,1
116074,119,51,1
116078,40,80,1
116117,223,55,0
116163,89,70,1
116164,61,108,0
116165,130,23,1
116166,72,39,0
116173,148,39,1
116173,74,91,0
116182,47,63,1
116185,38,50,0
116240,97,100,1
116275,97,64,0
116290,89,87,1
116324,76,104,0
116376,178,45,1
116376,40,81,1
116387,33,3,0
116395,137,38,0
116404,107,10,1
116417,33,55,1
116463,87,65,1
116489,223,49,0
116493,38,68,0
116505,60,68,1
116510,73,57,0
116512,110,63,1
116518,136,45,0
116522,86,42,1
116568,191,64,1
116585,57,64,0
116600,86,69,1
116616,61,108,0
116633,101,58,0
116635,115,58,1
116635,136,47,0
116649,190,107,0
116651,86,70,1
116658,111,68,0
116658,82,70,1
116663,54,37,0
116667,136,59,0
116682,136,44,0
116736,80,71,1
116757,44,69,1
116762,141,78,0
116765,33,3,0
116766,81,65,1
116826,223,77,0
116830,136,59,0
116837,223,6,0
116907,129,23,1
116909,137,37,0
116938,95,68,0
116945,55,90,1
116958,103,89,0
116961,42,55,1
116965,37,64,0
116970,43,71,1
116973,55,71,1
116973,127,30,1
116983,33,56,1
116994,136,59,0
117017,130,24,1
117023,48,85,0
117030,60,75,0
117068,94,96,1
117087,61,108,0
117103,44,108,0
117115,56,86,0
117116,79,29,1
117148,41,62,0
117186,79,69,1
117189,108,96,0
117193,223,60,0
117203,33,3,0
117228,101,56,0
117229,223,25,0
117240,37,56,0
117246,217,14,1
117294,29,88,1
117299,161,71,0
117304,149,59,0
117316,116,55,1
117324,223,89,0
117325,223,63,0
117327,127,31,1
117330,223,88,0
117343,49,84,0
117353,109,92,1
117354,114,61,1
117359,140,61,1
117389,173,64,1
117391,46,64,1
117391,149,50,0
117395,70,58,0
117413,11,19,0
117415,211,38,0
117427,102,103,0
117431,40,76,1
117454,133,66,1
117455,85,66,1
117456,138,107,1
117462,136,59,1
117465,133,60,1
117473,190,70,0
117474,130,36,0
117491,183,36,1
117492,39,86,1
117521,140,61,1
117552,135,51,0
117566,30,48,1
117578,138,87,1
117590,138,60,0
117614,31,2,0
117617,181,85,0
117648,192,69,0
117661,43,69,1
117662,61,108,0
117679,223,20,0
117686,223,18,0
117707,133,68,1
117723,76,16,1
117743,95,69,0
117759,137,36,0
117768,78,107,0
117780,31,2,0
117796,33,3,1
117797,33,3,0
117797,115,54,1
117808,138,33,0
117811,120,11,0
117816,46,59,1
117817,72,105,0
117822,46,60,1
117839,226,55,1
117886,172,22,1
117892,136,59,1
117901,115,59,1
117901,114,59,1
117901,112,48,1
117904,143,57,0
117925,94,70,0
117946,31,2,0
117953,121,45,1
117967,113,37,1
117990,64,78,0
118009,133,67,1
118058,149,52,0
118070,16,61,1
118081,16,61,1
118084,58,63,0
118092,223,97,0
118114,146,60,0
118115,31,2,0
118260,76,99,0
118266,84,41,1
118268,147,49,1
118274,134,48,1
118296,104,85,1
118318,31,2,0
118335,136,59,1
118338,184,61,0
118341,223,86,0
118367,142,77,0
118371,223,50,0
118379,43,70,1
118381,54,70,1
118381,147,63,1
118394,89,63,1
118395,61,108,0
118407,9,88,1
118426,177,47,0
118445,106,100,0
118452,54,68,1
118478,138,27,0
118495,172,22,1
118499,120,11,0
118499,63,61,0
118504,112,62,1
118527,58,73,1
118529,31,2,0
